id,id_usuario,empresa,cpf_cnpj,foto_perfil,localizacao
59,111,Desenvolve 666,709.542.613-99,https://placekitten.com/640/508,"Conjunto de Siqueira, 79
João Pinheiro
99846-252 Cirino / PI"
60,112,Desenvolve 666,021.869.734-13,https://picsum.photos/870/717,"Trecho José Melo, 40
São Tomaz
15837-092 Nascimento / BA"
61,113,Serviços 303,47.321.806/0001-45,https://picsum.photos/454/941,"Via de da Mata
Vila Antena Montanhês
13033773 Teixeira / MT"
62,115,Inovação 444,41.689.057/0001-27,https://picsum.photos/790/764,"Área Alice Silveira, 7
Vila Santo Antônio Barroquinha
71676189 Lima / GO"
63,116,Corporation 606,943.861.520-24,https://picsum.photos/975/404,"Esplanada de Fonseca, 12
Vila São Gabriel Jacui
33317-105 Macedo de Peixoto / MS"
64,117,Tech 808,63.504.281/0001-30,https://dummyimage.com/802x347,"Via Garcia, 13
Das Industrias I
42967807 Ribeiro / PB"
65,120,Cria 000,73.241.589/0001-93,https://dummyimage.com/604x460,"Núcleo Lima, 8
Nova America
37006703 Machado da Praia / DF"
66,122,Agência 010,361.954.807-20,https://picsum.photos/452/782,"Estação João Miguel da Mata, 9
Embaúbas
09363916 da Rosa / AC"
67,123,Industria 909,740.192.563-06,https://dummyimage.com/746x475,"Esplanada de da Cruz, 38
Barreiro
33138303 Mendes de Carvalho / PI"
68,124,Tech 808,31.274.856/0001-89,https://picsum.photos/905/511,"Colônia de da Mota, 210
Vila Sumaré
49126898 Rios / RO"
69,125,Digital 222,65.371.092/0001-61,https://picsum.photos/704/628,"Estação Ana Lívia Brito
Penha
22493-675 Monteiro / MT"
70,129,Serviços 303,63.489.051/0001-49,https://picsum.photos/163/347,"Via de Pereira, 78
Santo Antônio
49179894 Viana / BA"
71,130,Companhia 202,832.905.741-05,https://dummyimage.com/891x108,"Recanto de Moura, 7
Horto
50160502 Nunes das Flores / MA"
72,132,Soluções 707,84.319.057/0001-48,https://placekitten.com/247/180,"Distrito de Rios, 35
Olaria
31631-592 Cirino / GO"
73,133,Soluções 707,975.843.162-55,https://picsum.photos/920/322,"Praça Laís Silva, 376
Paquetá
54467-558 Gomes de Montenegro / BA"
74,135,Grupo 404,548.630.972-47,https://dummyimage.com/262x4,"Praia de Rezende, 42
Nova Cintra
30578-349 Castro dos Dourados / MG"
75,136,Serviços 303,62.874.305/0001-80,https://placekitten.com/686/501,"Passarela Aragão, 16
Sport Club
16828469 da Rocha / RS"
76,137,Companhia 202,67.305.912/0001-42,https://dummyimage.com/608x345,"Viaduto de Guerra, 82
Havaí
39412-970 Jesus / PA"
77,140,Negócios 505,325.867.104-44,https://placekitten.com/492/576,"Vereda Sabrina Guerra, 98
Santa Branca
68828506 Pacheco / PA"
78,142,Power 999,490.657.312-61,https://picsum.photos/616/981,"Praça de Nunes
Barão Homem De Melo 2ª Seção
70900066 Aparecida / PI"
79,149,Agência 010,961.024.587-02,https://dummyimage.com/399x510,"Rua de da Conceição, 47
João Pinheiro
21533918 Lima de Minas / AL"
80,151,Connect 888,84.712.936/0001-35,https://placekitten.com/248/956,"Vereda Caldeira, 957
Inconfidência
68616556 Gomes / SP"
81,152,Grupo 404,061.852.493-24,https://placekitten.com/939/217,"Estação de Mendes, 92
Centro
19843099 Ribeiro de das Neves / RR"
82,158,Digital 222,769.805.341-57,https://dummyimage.com/873x425,"Passarela José Miguel Pires, 89
Vila Santa Rosa
62709-783 Nunes / SP"
83,159,Grupo 404,69.712.453/0001-47,https://dummyimage.com/213x594,"Lagoa de Câmara
Alto Dos Pinheiros
31831979 da Cruz / PE"
84,160,Holding 111,89.056.147/0001-07,https://placekitten.com/307/194,"Favela Ester Viana, 63
Cruzeiro
90926-577 Nunes / GO"
85,163,Serviços 303,10.452.876/0001-22,https://placekitten.com/153/743,"Vereda Cavalcante, 98
Vila Nova Gameleira 2ª Seção
07025466 Siqueira Verde / PR"
86,164,Grupo 404,762.184.509-02,https://placekitten.com/748/168,"Jardim da Cunha, 10
Camponesa 1ª Seção
54839-395 Nogueira de Porto / RJ"
87,167,Connect 888,754.360.821-90,https://picsum.photos/989/72,"Largo Hellena Mendes
Juliana
16146350 Abreu da Serra / PR"
88,169,Cria 000,478.620.139-13,https://placekitten.com/163/361,"Fazenda de Rocha, 44
Tupi A
52186-522 Peixoto / MS"
89,171,Industria 909,70.348.692/0001-49,https://dummyimage.com/106x76,"Morro de Casa Grande, 38
Bonsucesso
93559-772 da Luz Alegre / PA"
90,173,Negócios 505,318.245.607-53,https://dummyimage.com/539x837,"Recanto João Pinto, 56
Custodinha
97111672 da Paz do Campo / SE"
91,174,Corporation 606,14.829.765/0001-43,https://placekitten.com/171/567,"Sítio de Cardoso, 92
Novo Santa Cecilia
80493-997 da Cruz do Galho / PI"
92,175,Industria 909,96.725.813/0001-18,https://picsum.photos/255/775,"Viela de Moreira, 68
Santa Branca
85622-197 Pires / AP"
93,176,Cria 000,25.817.693/0001-30,https://dummyimage.com/229x773,"Vereda Ágatha Sá, 90
Jonas Veiga
53774056 Monteiro / MT"
94,179,Inovação 444,783.926.410-78,https://picsum.photos/541/730,"Viaduto Melo, 739
Maravilha
21963-221 Cardoso do Sul / AC"
95,181,Start 777,02.451.869/0001-88,https://dummyimage.com/337x665,"Parque Pastor
Vista Alegre
97104826 Martins / AL"
96,185,Cria 000,947.631.820-13,https://placekitten.com/764/689,"Passarela Vasconcelos
Universitário
62744211 Sales / AP"
97,187,Companhia 202,94.205.318/0001-52,https://placekitten.com/747/322,"Vale de Silva, 2
Bonsucesso
71358-205 Aragão / PR"
98,188,Empresa 101,56.329.701/0001-23,https://placekitten.com/821/514,"Vale de Moreira
Jardim Guanabara
47201-261 Rezende de Goiás / MA"
99,190,Consultoria 333,984.670.512-30,https://placekitten.com/258/480,"Parque Moura, 9
Leonina
47954-501 Sales / PA"
100,191,Soluções 707,27.943.106/0001-85,https://picsum.photos/334/763,"Chácara de Cavalcanti, 1
Vila Sumaré
36238-684 Carvalho da Serra / MT"
101,200,Inovação 444,97.520.318/0001-35,https://dummyimage.com/480x874,"Fazenda de Nascimento, 23
Cônego Pinheiro 1ª Seção
73462-977 Andrade / SP"
102,203,Desenvolve 666,10.253.748/0001-50,https://dummyimage.com/613x566,"Conjunto Eduardo Moraes, 63
Jardim Alvorada
84799340 Lima Verde / RS"
103,206,Tech 808,804.317.592-60,https://dummyimage.com/483x467,"Passarela Barbosa, 274
Vista Do Sol
69718964 Novaes / CE"
104,211,Desenvolve 666,189.763.204-50,https://placekitten.com/860/284,"Viela Benicio Rocha, 30
Novo Das Industrias
91066-545 da Rocha / RN"
105,213,Connect 888,84.721.960/0001-30,https://picsum.photos/300/535,"Passarela de Alves, 40
Vila Boa Vista
66965242 Aparecida / RO"
106,214,Soluções 707,95.410.736/0001-44,https://placekitten.com/925/270,"Rodovia Novais, 56
Conjunto São Francisco De Assis
32756-520 Azevedo / AL"
107,215,Connect 888,673.910.425-52,https://dummyimage.com/659x564,"Parque de Costa
Taquaril
88916510 Novaes do Oeste / PE"
108,216,Digital 222,35.061.947/0001-97,https://placekitten.com/1013/804,"Largo Ana Clara Macedo, 36
Califórnia
79195-312 Santos / MA"
109,217,Serviços 303,614.597.823-64,https://picsum.photos/963/824,"Praia de Melo, 64
Aguas Claras
21595-506 Câmara / TO"
110,218,Digital 222,13.879.562/0001-07,https://placekitten.com/549/4,"Via de Marques, 59
Cdi Jatoba
18710-433 Oliveira / MT"
111,219,Cria 000,709.146.283-13,https://picsum.photos/746/760,"Ladeira de Sampaio, 56
Confisco
55528-211 Vargas de das Neves / PA"
112,221,Inovação 444,92.047.831/0001-37,https://dummyimage.com/933x944,"Favela Ana Vitória Moura
Alto Vera Cruz
15741-184 Gonçalves / MG"
113,223,Grupo 404,62.513.079/0001-01,https://picsum.photos/940/161,"Viela de Costela, 912
Vila Nossa Senhora Do Rosário
02648098 Dias Alegre / PE"
114,224,Desenvolve 666,01.647.285/0001-10,https://dummyimage.com/350x73,"Residencial Macedo, 77
São Gabriel
18370325 Silveira da Praia / PB"
115,226,Soluções 707,481.592.607-76,https://dummyimage.com/732x107,"Morro Ana Beatriz Duarte, 566
Jaraguá
01206115 Viana / AC"
116,227,Consultoria 333,465.187.390-10,https://placekitten.com/577/322,"Rua de Costa, 4
João Alfredo
42037732 Garcia / AC"
117,229,Start 777,586.179.420-02,https://picsum.photos/747/472,"Via de Albuquerque
Leonina
93503-333 Freitas / AM"
118,233,Empresa 101,06.457.231/0001-05,https://placekitten.com/1019/105,"Estação Marques, 27
Santa Isabel
55194462 da Mota de Fonseca / DF"
119,236,Tech 808,08.175.932/0001-87,https://placekitten.com/366/876,"Praça da Rocha, 235
Betânia
09992-637 Teixeira / DF"
120,237,Cria 000,698.415.320-42,https://picsum.photos/769/262,"Sítio Ana Laura da Rosa, 22
Vila Nossa Senhora Do Rosário
78943286 Mendonça da Serra / CE"
121,241,Serviços 303,30.928.754/0001-77,https://dummyimage.com/476x55,"Viela Sousa, 4
Vila Mantiqueira
59566-758 Pacheco / RS"
122,242,Corporation 606,43.582.167/0001-10,https://picsum.photos/998/795,"Viela de Carvalho, 49
Miramar
16454748 Cirino de Fernandes / AP"
123,244,Industria 909,39.518.407/0001-40,https://dummyimage.com/50x963,"Colônia Caldeira, 72
Novo Glória
70273566 da Costa de Goiás / MS"
124,245,Connect 888,741.085.632-71,https://placekitten.com/447/226,"Vereda Mendonça, 87
Conjunto Taquaril
90405137 Fernandes / AP"
125,248,Companhia 202,658.934.201-60,https://picsum.photos/553/483,"Praça Borges, 69
Pindura Saia
59742130 Vieira / SP"
126,256,Freelas 555,23.891.054/0001-90,https://picsum.photos/441/97,"Avenida de Alves, 438
Primeiro De Maio
55255-797 Abreu / PA"
127,257,Consultoria 333,710.293.548-04,https://picsum.photos/84/474,"Via Martins, 84
Estrela
06315018 Câmara de Minas / SE"
128,260,Companhia 202,40.836.271/0001-04,https://placekitten.com/395/261,"Estação Albuquerque, 8
Santana Do Cafezal
47666046 Araújo do Campo / MS"
129,262,Grupo 404,284.593.067-47,https://placekitten.com/584/11,"Praça de Caldeira, 108
Bonfim
22414-463 Oliveira do Galho / SP"
130,263,Connect 888,41.693.028/0001-39,https://dummyimage.com/600x995,"Núcleo Mendes, 7
Vila Pinho
60058-125 Peixoto do Sul / RJ"
131,265,Holding 111,079.612.358-68,https://dummyimage.com/128x495,"Viaduto de Costa, 11
Jardim São José
02174536 Aragão do Galho / RS"
132,270,Connect 888,37.648.510/0001-80,https://picsum.photos/446/247,"Rua de Ferreira, 34
Vila Madre Gertrudes 4ª Seção
98704581 Campos Paulista / AL"
133,274,Industria 909,02.186.549/0001-48,https://picsum.photos/37/814,"Estação Nogueira, 38
Barão Homem De Melo 2ª Seção
45983-741 Oliveira de Cirino / AP"
134,275,Soluções 707,03.745.182/0001-18,https://picsum.photos/839/387,"Jardim de Pacheco
Cabana Do Pai Tomás
26878229 Moreira Paulista / PI"
135,278,Serviços 303,950.718.432-50,https://picsum.photos/113/459,"Aeroporto Pastor, 184
Ernesto Nascimento
35821-939 Santos de Cardoso / AP"
136,282,Soluções 707,61.930.257/0001-37,https://dummyimage.com/957x735,"Pátio da Cruz, 1
Bernadete
91689957 Vasconcelos do Campo / SE"
137,283,Digital 222,50.386.249/0001-55,https://dummyimage.com/1017x656,"Residencial Maria Isis Fogaça, 40
Custodinha
17802-099 Ribeiro de Minas / BA"
138,285,Empresa 101,658.794.130-39,https://placekitten.com/123/220,"Sítio de Fernandes, 91
Vila Maloca
68569-304 Ferreira de Aragão / SP"
139,287,Agência 010,254.168.097-01,https://placekitten.com/522/568,"Praia de Brito, 4
Caiçaras
54050-530 da Cunha Verde / RO"
140,288,Grupo 404,491.836.520-51,https://dummyimage.com/292x557,"Travessa de Moraes, 1
Bela Vitoria
41114348 Nogueira / AC"
141,289,Power 999,98.624.573/0001-90,https://dummyimage.com/887x359,"Feira Casa Grande, 385
Bela Vitoria
77873079 Aparecida Grande / MS"
142,293,Digital 222,24.578.901/0001-23,https://dummyimage.com/445x516,"Via João Lucas Vieira, 92
Califórnia
56898-559 Sales de Lima / GO"
143,296,Freelas 555,804.369.215-70,https://picsum.photos/673/38,"Avenida Fernandes, 686
Jardim Montanhês
14035268 das Neves de da Conceição / RO"
144,298,Digital 222,920.546.831-24,https://picsum.photos/273/472,"Rua Alves, 79
Aarão Reis
24041-931 Cunha / AC"
145,299,Grupo 404,412.865.093-51,https://placekitten.com/108/550,"Distrito Ribeiro, 5
Vila Cloris
06171467 Aparecida Grande / MT"
146,300,Cria 000,609.421.358-06,https://picsum.photos/5/367,"Campo Nina Andrade
Eymard
70333-038 Marques / BA"
147,301,Connect 888,01.279.458/0001-94,https://placekitten.com/891/417,"Ladeira de Moraes, 35
Prado
99967154 da Cruz / MT"
148,302,Inovação 444,92.548.713/0001-02,https://picsum.photos/67/655,"Vila Camargo, 26
Braúnas
30553766 Borges Paulista / ES"
149,303,Cria 000,952.734.186-82,https://placekitten.com/211/85,"Estrada Martins, 19
Nova Suíça
05099-569 Teixeira de Pimenta / PE"
150,307,Industria 909,57.948.036/0001-19,https://placekitten.com/381/296,"Rodovia Rebeca Pimenta, 9
Vila Da Ária
09252028 Aparecida de Farias / RJ"
151,309,Empresa 101,617.450.328-35,https://picsum.photos/857/234,"Largo Montenegro
Vila Piratininga Venda Nova
68758320 Cunha / AM"
152,314,Cria 000,516.029.734-07,https://dummyimage.com/829x95,"Distrito Isabela Casa Grande, 8
Vila Engenho Nogueira
70682697 Moura das Pedras / GO"
153,315,Grupo 404,326.087.941-22,https://dummyimage.com/265x747,"Estrada de Rocha, 35
Lagoa
53052-527 Viana / BA"
154,317,Grupo 404,410.935.782-97,https://dummyimage.com/202x213,"Praça de das Neves, 93
São Francisco Das Chagas
79867-588 Lopes / PI"
155,321,Grupo 404,192.854.673-00,https://picsum.photos/329/836,"Avenida Oliveira, 23
Conjunto Paulo Vi
96633270 da Costa / ES"
156,322,Connect 888,93.580.162/0001-27,https://placekitten.com/345/656,"Alameda de Jesus, 82
Cidade Nova
39224-496 Dias do Campo / SC"
157,325,Desenvolve 666,391.740.625-06,https://placekitten.com/362/908,"Condomínio da Rosa, 35
Novo Tupi
33748-345 Souza / MT"
158,326,Empresa 101,79.284.065/0001-66,https://picsum.photos/115/736,"Vereda de da Conceição, 74
Novo Glória
85437874 Nogueira / PA"
159,327,Start 777,54.613.208/0001-05,https://dummyimage.com/925x993,"Conjunto de Alves, 62
Vila Cloris
60048494 Sales / AP"
160,329,Digital 222,739.218.650-77,https://placekitten.com/357/627,"Chácara Luiz Henrique Barbosa, 9
Novo Das Industrias
80148034 Costa / SP"
161,330,Negócios 505,01.569.348/0001-67,https://picsum.photos/86/42,"Vale Ana Luiza da Luz
Olhos D'água
23760943 Cavalcante / RN"
162,331,Digital 222,397.456.802-65,https://placekitten.com/834/448,"Avenida Ana Fernandes, 45
Bandeirantes
11876631 Jesus / AP"
163,334,Cria 000,17.256.843/0001-56,https://picsum.photos/513/534,"Residencial Moraes, 94
Palmeiras
51122710 Abreu de Minas / AP"
164,335,Inovação 444,570.698.124-85,https://dummyimage.com/974x755,"Praça Moreira, 778
Solar Do Barreiro
22555091 Cardoso / RN"
165,337,Inovação 444,758.941.602-94,https://dummyimage.com/552x388,"Setor Fogaça, 3
Vista Do Sol
86156253 Aragão / AP"
166,338,Desenvolve 666,163.579.820-59,https://dummyimage.com/566x288,"Conjunto de Novais, 72
Marieta 1ª Seção
78083600 Rezende / AP"
167,340,Inovação 444,53.281.976/0001-46,https://dummyimage.com/328x151,"Recanto Gustavo Rios, 9
Vila Canto Do Sabiá
92959-848 Sousa / ES"
168,345,Cria 000,78.549.326/0001-60,https://placekitten.com/193/980,"Rua de Pacheco, 64
Ademar Maldonado
12818-297 Sá Alegre / PI"
169,348,Start 777,05.186.734/0001-20,https://picsum.photos/788/805,"Distrito de Marques, 22
Barro Preto
17524-611 Almeida da Prata / RO"
170,349,Grupo 404,175.086.942-01,https://placekitten.com/210/856,"Loteamento Fonseca, 24
Ouro Preto
02496-350 da Rosa / PE"
171,350,Companhia 202,71.963.084/0001-07,https://placekitten.com/567/777,"Recanto de das Neves, 4
São Marcos
02319441 Siqueira / TO"
172,355,Grupo 404,58.760.143/0001-81,https://placekitten.com/63/914,"Área Carvalho, 596
Vila Santo Antônio
48472-449 Almeida da Prata / SP"
173,357,Corporation 606,79.645.283/0001-89,https://picsum.photos/22/277,"Sítio Silveira, 18
Vila Independencia 1ª Seção
38299-489 Casa Grande Alegre / BA"
174,358,Tech 808,175.890.234-50,https://picsum.photos/363/979,"Esplanada Rocha, 741
Madre Gertrudes
28880-939 Sales / AL"
175,359,Soluções 707,42.093.618/0001-93,https://placekitten.com/3/586,"Ladeira Barros
Beija Flor
54715559 Cavalcante das Flores / SC"
176,360,Start 777,794.538.120-05,https://dummyimage.com/408x358,"Trecho de Carvalho, 20
Morro Dos Macacos
36738157 Pastor da Serra / PR"
177,362,Inovação 444,917.032.654-16,https://dummyimage.com/527x386,"Favela Caleb Ferreira, 66
Vila Maloca
81463050 Farias Grande / SP"
178,365,Power 999,09.265.483/0001-20,https://picsum.photos/187/911,"Núcleo de Silva
Vila Tirol
22290-317 Azevedo dos Dourados / AM"
179,367,Serviços 303,057.913.846-10,https://picsum.photos/32/531,"Campo Ana Carolina Lima, 93
São Marcos
21652-664 Novais de da Mota / SP"
180,368,Inovação 444,01.742.956/0001-21,https://dummyimage.com/535x73,"Lagoa Teixeira, 76
Bairro Das Indústrias Ii
28201-255 Cavalcanti dos Dourados / MT"
181,371,Corporation 606,830.612.579-77,https://placekitten.com/532/361,"Distrito Fogaça, 818
Grota
11215-369 Ramos de Goiás / RS"
182,372,Freelas 555,07.354.196/0001-61,https://dummyimage.com/214x798,"Via Moreira, 60
Jardim América
15865330 da Rocha / SP"
183,373,Cria 000,314.670.528-17,https://dummyimage.com/341x684,"Rodovia de Macedo, 29
Jardim Alvorada
13742-976 Porto / MS"
184,375,Desenvolve 666,193.574.260-43,https://placekitten.com/684/529,"Passarela de Santos, 600
Vila Independencia 3ª Seção
20339360 Sales / AC"
185,376,Desenvolve 666,524.768.930-56,https://placekitten.com/20/187,"Viaduto de Pinto, 53
Santa Isabel
59886-879 Caldeira / AM"
186,377,Serviços 303,14.658.207/0001-62,https://picsum.photos/245/341,"Largo Ana Luiza Borges, 889
Boa Vista
51709-167 Cassiano dos Dourados / MT"
187,378,Grupo 404,796.052.841-11,https://dummyimage.com/246x907,"Fazenda Maria Cecília da Paz, 9
Lindéia
07457140 Ferreira / PR"
188,381,Digital 222,95.207.814/0001-08,https://placekitten.com/544/862,"Travessa de Dias, 4
Aarão Reis
89461-928 da Rosa dos Dourados / SP"
189,383,Agência 010,59.731.240/0001-09,https://picsum.photos/582/428,"Distrito Casa Grande, 75
Biquinhas
71593945 Pastor / SE"
190,384,Grupo 404,85.237.691/0001-02,https://dummyimage.com/778x867,"Trevo Davi Lucca Cirino, 5
Nossa Senhora Da Aparecida
33476127 da Cruz / SE"
191,385,Tech 808,024.836.917-22,https://picsum.photos/689/201,"Feira de Sousa, 305
São Francisco Das Chagas
05287850 da Paz da Praia / MS"
192,386,Industria 909,567.328.194-37,https://placekitten.com/303/290,"Loteamento Lopes
São Sebastião
32047-185 Vargas de Minas / AL"
